Car Model,Condition,Mileage,Price (USD),Monthly Payment,Dealer Name,Year,brand,Mileage_mi,Condition_car
2024 Chevrolet Colorado Z71,New,,44780.0,842.0,Garber Chevrolet Highland,2024,Chevrolet,,New
2025 Nissan Sentra SV,New,,24293.0,457.0,Woodfield Nissan,2025,Nissan,,New
2019 Ford Escape S,Used,92788,10734.0,202.0,Napleton's Schaumburg Subaru,2019,Ford,92788.0,Used
2025 Nissan Rogue SV,New,,33090.0,622.0,Woodfield Nissan,2025,Nissan,,New
2025 Nissan Rogue S,New,,31655.0,595.0,Woodfield Nissan,2025,Nissan,,New
2013 Volkswagen Jetta SEL,Used,90588,9995.0,188.0,Conway Imports,2013,Volkswagen,90588.0,Used
2025 Nissan Rogue Platinum,New,,43675.0,821.0,Gerald Nissan of Naperville,2025,Nissan,,New
2025 Lincoln Aviator Reserve AWD,New,,71085.0,1336.0,Fair Oaks Lincoln,2025,Lincoln,,New
2025 Nissan Rogue SV,New,,34640.0,651.0,Al Piemonte Nissan,2025,Nissan,,New
2015 Ford Transit-350 Base,Used,59970,23795.0,447.0,Asia Motors Inc.,2015,Ford,59970.0,Used
2025 RAM ProMaster 1500 Low Roof,New,,47675.0,896.0,Jack Phelan Chrysler Dodge Jeep RAM,2025,RAM,,New
2017 Mercedes-Benz SL 450,Used,33894,43998.0,827.0,CarMax Memphis,2017,Mercedes-Benz,33894.0,Used
2019 Acura RDX,Used,33150,27998.0,526.0,CarMax Columbus,2019,Acura,33150.0,Used
2024 Ford Bronco Badlands,New,,57930.0,1089.0,Westfield Ford,2024,Ford,,New
2019 Subaru Legacy 2.5i Premium,Used,75244,14995.0,282.0,Nexton Motors LLC,2019,Subaru,75244.0,Used
2025 Hyundai Tucson SEL Convenience,New,,35810.0,673.0,Napleton River Oaks Hyundai Kia,2025,Hyundai,,New
2014 Hyundai Sonata Limited,Used,58616,13495.0,254.0,Alpha Luxury Motors,2014,Hyundai,58616.0,Used
2017 BMW 430 Gran Coupe i xDrive,Used,72322,15980.0,300.0,Driven Auto of Oak Forest,2017,BMW,72322.0,Used
2024 Ford Bronco Raptor,New,,95645.0,1798.0,Highland Park Ford Lincoln,2024,Ford,,New
2025 Chevrolet Equinox 1LT,New,,27980.0,526.0,Garber Chevrolet Highland,2025,Chevrolet,,New
2016 Mercedes-Benz GLC-Class 4MATIC,Used,66256,17950.0,337.0,Schaumburg Toyota,2016,Mercedes-Benz,66256.0,Used
2023 GMC HUMMER EV 3X,Used,2641,76900.0,1445.0,Arnie Bauer Buick GMC of Matteson,2023,GMC,2641.0,Used
2016 Cadillac XTS Platinum,Used,116866,13495.0,254.0,Schererville Auto Sales,2016,Cadillac,116866.0,Used
2024 Lincoln Nautilus Reserve,New,,68580.0,1289.0,Fair Oaks Lincoln,2024,Lincoln,,New
2017 Toyota 4Runner SR5 Premium,Used,60198,31998.0,601.0,Toyota of Naperville,2017,Toyota,60198.0,Used
2019 Porsche Cayenne S,Used,65558,41789.0,785.0,Maserati of Naperville,2019,Porsche,65558.0,Used
2025 BMW M440 i xDrive,New,,83635.0,1572.0,Knauz Auto Park,2025,BMW,,New
2015 Chevrolet Silverado 1500 LTZ,Prequalify now,136836,14995.0,282.0,Blue Sky Auto Sales - Brighton Park,2015,Chevrolet,136836.0,Used
2025 Ford Explorer ST-Line,New,,45668.0,858.0,Golf Mill Ford,2025,Ford,,New
2023 BMW X4 M40I,Used,7760,59998.0,1128.0,CarMax Clackamas,2023,BMW,7760.0,Used
2024 Honda Accord Hybrid Sport-L,Used,17302,32998.0,620.0,CarMax Palm Desert,2024,Honda,17302.0,Used
2022 Ford Bronco Sport Outer Banks,Ford Certified,27628,27897.0,524.0,Golf Mill Ford,2022,Ford,27628.0,Certified
2025 Kia Sportage SX-Prestige,New,,36735.0,690.0,Ed Napleton Acura Kia,2025,Kia,,New
2018 BMW X2 xDrive28i,Used,60509,16995.0,319.0,Star Auto Works,2018,BMW,60509.0,Used
2024 Ford Bronco Black Diamond,New,,47276.0,889.0,Packey Webb Ford,2024,Ford,,New
2024 Dodge Durango SXT,New,,35364.0,665.0,Bettenhausen Chrysler Dodge Jeep RAM,2024,Dodge,,New
2025 Subaru Crosstrek Premium,New,,29753.0,559.0,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",2025,Subaru,,New
2025 Subaru Crosstrek Base,New,,27953.0,525.0,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",2025,Subaru,,New
2025 Chevrolet Equinox LT,New,,29560.0,556.0,Phillips Chevrolet of Lansing,2025,Chevrolet,,New
2022 Dodge Charger GT,Used,64172,23000.0,432.0,Napleton's River Oaks Chrysler Jeep Dodge RAM,2022,Dodge,64172.0,Used
2022 Nissan Altima 2.5 SV,Used,49618,21950.0,413.0,Glendale Nissan,2022,Nissan,49618.0,Used
2024 Audi Q3 S line Premium,Audi Certified,2093,36905.0,694.0,The Audi Exchange,2024,Audi,2093.0,Certified
2020 Dodge Durango GT,Used,90825,21700.0,408.0,Team Toyota,2020,Dodge,90825.0,Used
2025 Acura Integra Type S,New,,54395.0,1022.0,Muller's Woodfield Acura,2025,Acura,,New
2025 Mercedes-Benz Sprinter 2500 Standard Roof,New,,62344.0,1172.0,Mercedes-Benz of Hoffman Estates,2025,Mercedes-Benz,,New
2025 Lincoln Nautilus Reserve,New,,68880.0,1295.0,Fair Oaks Lincoln,2025,Lincoln,,New
2025 Cadillac XT4 Premium Luxury,New,,52230.0,982.0,Cadillac of Naperville,2025,Cadillac,,New
2024 Nissan Altima 2.5 SL,New,,35840.0,674.0,Gerald Nissan of Naperville,2024,Nissan,,New
2024 Nissan Leaf S,New,,30030.0,564.0,Al Piemonte Nissan,2024,Nissan,,New
2022 Toyota RAV4 Prime XSE,Used,39679,37888.0,712.0,Old Orchard Nissan,2022,Toyota,39679.0,Used
2017 Buick Cascada Premium,Used,46595,16459.0,309.0,Haggerty Buick GMC Inc,2017,Buick,46595.0,Used
2023 Kia Forte LXS,Used,31054,18998.0,357.0,CarMax Greenville NC,2023,Kia,31054.0,Used
2023 Ford Edge Titanium,Used,33695,28998.0,545.0,CarMax Spokane,2023,Ford,33695.0,Used
2007 Lexus RX 400h Base,Used,132610,5995.0,113.0,Cars147.com,2007,Lexus,132610.0,Used
2022 Aston Martin DBS Superleggera,Aston Martin Certified,6567,278888.0,5242.0,Napleton Aston Martin Maserati,2022,Aston Martin,6567.0,Certified
2010 Toyota 4Runner Limited,Used,160358,16495.0,310.0,Xchange Motors,2010,Toyota,160358.0,Used
2018 Audi A4 allroad 2.0T Tech Premium,Used,56860,24995.0,470.0,Auto Showcase of Carol Stream,2018,Audi,56860.0,Used
2024 BMW M440 Gran Coupe i xDrive,Used,12301,58000.0,1090.0,BMW of Orland Park,2024,BMW,12301.0,Used
2010 Acura RL 3.7,Used,44329,13400.0,252.0,Acura Highland Park,2010,Acura,44329.0,Used
2016 Chevrolet Malibu Limited LT,Used,93255,10300.0,194.0,Schaumburg Honda Automobiles,2016,Chevrolet,93255.0,Used
2018 Mercedes-Benz AMG E 43 4MATIC,Used,59610,31900.0,600.0,Prestige Motors,2018,Mercedes-Benz,59610.0,Used
2014 Porsche Cayenne Hybrid S,Used,82530,18495.0,348.0,Woodfield Lexus,2014,Porsche,82530.0,Used
2014 Land Rover LR2 HSE Sport Utility 4D,Used,55155,12900.0,242.0,Exotic Motors,2014,Land Rover,55155.0,Used
2025 Honda Civic Type R Base,New,,47145.0,886.0,Gerald Honda of Matteson,2025,Honda,,New
2022 Lamborghini Urus SUV RARE Grigio Telesto Paint! Pano Roof! ONLY 3k Miles! 3D Sound! LOADED,Used,3832,269800.0,5071.0,Chicago Motor Cars,2022,Lamborghini,3832.0,Used
2014 Ferrari 458 Speciale Base,Used,4636,699800.0,13154.0,Chicago Motor Cars,2014,Ferrari,4636.0,Used
2021 Toyota RAV4 Prime SE,Used,28894,33300.0,626.0,Team Toyota,2021,Toyota,28894.0,Used
2014 Acura ILX Hybrid 1.5L,Used,77465,13993.0,263.0,Silver Auto Sales Inc.,2014,Acura,77465.0,Used
2023 Jaguar F-TYPE R AWD Automatic,Used,3166,88900.0,1671.0,Lake Forest Sports Cars,2023,Jaguar,3166.0,Used
